id,type,title,url,word_count,city,service,severity,problem,notes
785,post,شركة تركيب عشب صناعي في البديع,https://rukn-eltatawer.com/bh/artificial-grass-budaiya/,1878,البديع,تركيب عشب صناعي في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-grdn-budaiya/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في البديع؟» ×3؛ «متى تكون الحالة طارئة في البديع؟» ×2؛ «هل تزورون أكثر من مرة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
945,post,شركة تركيب عشب جداري في البديع,https://rukn-eltatawer.com/bh/wall-grass-budaiya/,1884,البديع,تركيب عشب جداري في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-budaiya/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «ما الذي يميّز التنفيذ في البديع عن مدينة أخرى؟» ×3؛ «كم تستغرق تركيب عشب جداري داخل البديع؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
779,post,شركة تركيب عشب صناعي في المحرق,https://rukn-eltatawer.com/bh/artificial-grass-muharraq/,1889,المحرق,تركيب عشب صناعي في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-grdn-muharraq/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في الحد والدير؟» ×2؛ «هل تغطون أحياء المحرق مثل الحد؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
790,post,شركة تركيب عشب جداري في عالي,https://rukn-eltatawer.com/bh/grass-wall-aali/,1893,عالي,تركيب عشب جداري في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/wall-grass-aali/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تغطون أحياء عالي مثل عالي البلد؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2؛ «هل تعملون في عالي البلد والطريق الداخلي؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
782,post,شركة تركيب عشب صناعي في عالي,https://rukn-eltatawer.com/bh/artificial-grass-aali/,1894,عالي,تركيب عشب صناعي في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-grdn-aali/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «كيف أتواصل؟» ×2؛ «هل تعملون في عالي البلد والطريق الداخلي؟» ×2؛ «هل تغطون أحياء عالي مثل عالي البلد؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
934,post,شركة تركيب عشب صناعي في عالي,https://rukn-eltatawer.com/bh/artificial-grass-grdn-aali/,1905,عالي,تركيب عشب صناعي في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-aali/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تناسب الشقق والفلل في عالي؟» ×3؛ «متى تكون الحالة طارئة في عالي؟» ×3؛ «هل تزورون أكثر من مرة؟» ×2؛ «هل يوجد ضمان مكتوب؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
942,post,شركة تركيب عشب جداري في عالي,https://rukn-eltatawer.com/bh/wall-grass-aali/,1914,عالي,تركيب عشب جداري في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 47% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-aali/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «ماذا أرسل قبل الزيارة؟» ×3؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في عالي عن مدينة أخرى؟» ×2؛ «كم تستغرق تركيب عشب جداري داخل عالي؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
792,post,شركة تركيب عشب جداري في سترة,https://rukn-eltatawer.com/bh/grass-wall-sitra/,1930,سترة,تركيب عشب جداري في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 48% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/wall-grass-sitra/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «ماذا أرسل قبل الزيارة؟» ×3؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في سترة عن مدينة أخرى؟» ×2؛ «كم تستغرق تركيب عشب جداري داخل سترة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
939,post,شركة تركيب عشب جداري في المحرق,https://rukn-eltatawer.com/bh/wall-grass-muharraq/,1933,المحرق,تركيب عشب جداري في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-muharraq/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تعملون في الحد والدير؟» ×2؛ «هل تغطون أحياء المحرق مثل الحد؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
944,post,شركة تركيب عشب جداري في سترة,https://rukn-eltatawer.com/bh/wall-grass-sitra/,1946,سترة,تركيب عشب جداري في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 47% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-sitra/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «متى تكون الحالة طارئة في سترة؟» ×3؛ «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×2؛ «هل تناسب الشقق والفلل في سترة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
789,post,شركة تركيب عشب جداري في مدينة حمد,https://rukn-eltatawer.com/bh/grass-wall-hamad-town/,1953,مدينة حمد,تركيب عشب جداري في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/wall-grass-hamad-town/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تعملون في حي 1 والمركز التجاري؟» ×2؛ «هل تغطون أحياء مدينة حمد مثل حي 1؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
784,post,شركة تركيب عشب صناعي في سترة,https://rukn-eltatawer.com/bh/artificial-grass-sitra/,1959,سترة,تركيب عشب صناعي في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-grdn-sitra/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «كم تستغرق تركيب عشب صناعي داخل سترة؟» ×3؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في سترة عن مدينة أخرى؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
931,post,شركة تركيب عشب صناعي في المحرق,https://rukn-eltatawer.com/bh/artificial-grass-grdn-muharraq/,1969,المحرق,تركيب عشب صناعي في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 48% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-muharraq/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تشمل الزيارة قطعاً أو مواد؟» ×3؛ «ما الذي يميّز التنفيذ في المحرق عن مدينة أخرى؟» ×2؛ «كم تستغرق تركيب عشب صناعي داخل المحرق؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
936,post,شركة تركيب عشب صناعي في سترة,https://rukn-eltatawer.com/bh/artificial-grass-grdn-sitra/,1973,سترة,تركيب عشب صناعي في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 45% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-sitra/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «كم تستغرق تركيب عشب صناعي داخل سترة؟» ×3؛ «ماذا أرسل قبل الزيارة؟» ×2؛ «هل تشمل الزيارة قطعاً أو مواد؟» ×2؛ «ما الذي يميّز التنفيذ في سترة عن مدينة أخرى؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
788,post,شركة تركيب عشب جداري في الرفاع,https://rukn-eltatawer.com/bh/grass-wall-riffa/,1973,الرفاع,تركيب عشب جداري في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/wall-grass-riffa/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «كيف أتواصل؟» ×2؛ «هل تعملون في الرفاع الشرقي ووادي السيل؟» ×2؛ «هل تغطون أحياء الرفاع مثل الرفاع الشرقي؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
780,post,شركة تركيب عشب صناعي في الرفاع,https://rukn-eltatawer.com/bh/artificial-grass-riffa/,1974,الرفاع,تركيب عشب صناعي في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-grdn-riffa/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «كيف أتواصل؟» ×2؛ «هل تعملون في الرفاع الشرقي ووادي السيل؟» ×2؛ «هل تغطون أحياء الرفاع مثل الرفاع الشرقي؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
935,post,شركة تركيب عشب صناعي في مدينة عيسى,https://rukn-eltatawer.com/bh/artificial-grass-grdn-isa-town/,1975,مدينة عيسى,تركيب عشب صناعي في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب صناعي في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/artificial-grass-isa-town/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تزورون أكثر من مرة؟» ×3؛ «هل يوجد ضمان مكتوب؟» ×3؛ «هل تناسب الشقق والفلل في مدينة عيسى؟» ×2؛ «متى تكون الحالة طارئة في مدينة عيسى؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
940,post,شركة تركيب عشب جداري في الرفاع,https://rukn-eltatawer.com/bh/wall-grass-riffa/,1980,الرفاع,تركيب عشب جداري في,حرج,إفراط في القالب / Boilerplate | قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[إفراط في القالب / Boilerplate] 47% من الفقرات مكررة عبر عشرات المقالات بعد استبدال اسم المدينة. || [قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-riffa/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تشمل الزيارة قطعاً أو مواد؟» ×3؛ «ما الذي يميّز التنفيذ في الرفاع عن مدينة أخرى؟» ×2؛ «كم تستغرق تركيب عشب جداري داخل الرفاع؟» ×2؛ «ماذا أرسل قبل الزيارة؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
938,post,شركة تركيب عشب جداري في المنامة,https://rukn-eltatawer.com/bh/wall-grass-manama/,1980,المنامة,تركيب عشب جداري في,حرج,قالب هيكلي مكرر (Doorway) | تآكل كلمات مفتاحية / Cannibalization | أخطاء/عناصر SEO مفقودة,[قالب هيكلي مكرر (Doorway)] نفس قالب العنوان «شركة تركيب عشب جداري في {CITY}» يظهر في 16 مقالاً (تبديل المدينة فقط). || [تآكل كلمات مفتاحية / Cannibalization] عنوان مطابق حرفياً على أكثر من رابط في نفس المدينة/الخدمة. أبقِ واحداً وحوّل الباقي 301. الأخرى: https://rukn-eltatawer.com/bh/grass-wall-manama/ || [أخطاء/عناصر SEO مفقودة] H2 مكررة داخل المقال: «هل تعملون في الجفير وأم الحصم؟» ×2؛ «هل تغطون أحياء المنامة مثل الجفير؟» ×2؛ «لماذا لا يُثبت السعر من الرسالة؟» ×2؛ «كيف أتواصل؟» ×2. لا توجد صورة بارزة في ووردبريس (featured_media=0)؛ صورة المحتوى مكررة عبر الموقع.
